enzyCUI,drugNAME,drugCUI
C3714798,"Synthetic Conjugated Estrogens, B",C1699236
C1142644,Norethynodrel,C0028360
C3714798,Norethynodrel,C0028360
C1142644,Fluprednisolone,C0016369
C3714798,Fluprednisolone,C0016369
C1142644,Esterified estrogens,C0717752
C3714798,Esterified estrogens,C0717752
C1142644,Meprednisone,C0065967
C3714798,Meprednisone,C0065967
C0535996,Meprednisone,C0065967
C3714750,Meprednisone,C0065967
C1142644,Norgestrel,C0028368
C3714798,Norgestrel,C0028368
C3254086,Norgestrel,C0028368
C1142644,Grapefruit,C0440280
C1142644,Grapefruit,C0995150
C1142644,Grapefruit,C2740624
C3714798,Grapefruit,C0440280
C3714798,Grapefruit,C0995150
C3714798,Grapefruit,C2740624
C1142644,Vitamin D,C0014695
C1142644,Vitamin D,C0042866
C1142644,Vitamin D,C0523979
C1142644,Vitamin D,C0919758
C1142644,Vitamin D,C2936842
C1142644,Vitamin D,C3537249
C3714798,Vitamin D,C0014695
C3714798,Vitamin D,C0042866
C3714798,Vitamin D,C0523979
C3714798,Vitamin D,C0919758
C3714798,Vitamin D,C2936842
C3714798,Vitamin D,C3537249
C0026237,Vitamin D,C0014695
C0026237,Vitamin D,C0042866
C0026237,Vitamin D,C0523979
C0026237,Vitamin D,C0919758
C0026237,Vitamin D,C2936842
C0026237,Vitamin D,C3537249
C0887941,Vitamin D,C0014695
C0887941,Vitamin D,C0042866
C0887941,Vitamin D,C0523979
C0887941,Vitamin D,C0919758
C0887941,Vitamin D,C2936842
C0887941,Vitamin D,C3537249
C1427014,Vitamin D,C0014695
C1427014,Vitamin D,C0042866
C1427014,Vitamin D,C0523979
C1427014,Vitamin D,C0919758
C1427014,Vitamin D,C2936842
C1427014,Vitamin D,C3537249
C1142644,Tocopherol,C3255108
C3714798,Tocopherol,C3255108
C1142644,Dihydroergocornine,C0012288
C3714798,Dihydroergocornine,C0012288
C1142644,Dihydro-alpha-ergocryptine,C0304432
C3714798,Dihydro-alpha-ergocryptine,C0304432
C1142644,Selexipag,C2000145
C3714798,Selexipag,C2000145
C0897385,Selexipag,C2000145
C1142644,Carbomycin,C0054700
C3714798,Carbomycin,C0054700
C1142644,Doramectin,C0248572
C3714798,Doramectin,C0248572
C1142644,Eprinomectin,C0529813
C3714798,Eprinomectin,C0529813
C1142644,Oleandomycin,C0028923
C1142644,Oleandomycin,C0801953
C3714798,Oleandomycin,C0028923
C3714798,Oleandomycin,C0801953
C1142644,Selamectin,C0961275
C3714798,Selamectin,C0961275
C1142644,Tildipirosin,C3464669
C3714798,Tildipirosin,C3464669
C1142644,Dexamethasone isonicotinate,C0011779
C3714798,Dexamethasone isonicotinate,C0011779
C0535996,Dexamethasone isonicotinate,C0011779
C3714750,Dexamethasone isonicotinate,C0011779
C1142644,Melengestrol,C0376337
C3714798,Melengestrol,C0376337
C1142644,Elbasvir,C4080052
C3714798,Elbasvir,C4080052
C0535996,Elbasvir,C4080052
C3714750,Elbasvir,C4080052
C0533212,Elbasvir,C4080052
C1142644,Grazoprevir,C4080053
C3714798,Grazoprevir,C4080053
C1142644,Venetoclax,C4079830
C3714798,Venetoclax,C4079830
C1142644,Velpatasvir,C4079582
C3714798,Velpatasvir,C4079582
C0897385,Velpatasvir,C4079582
C0534137,Velpatasvir,C4079582
C1828468,Velpatasvir,C4079582
C1142644,Gestrinone,C0017507
C3714798,Gestrinone,C0017507
C1142644,Tocofersolan,C0606070
C3714798,Tocofersolan,C0606070
C1142644,Nomegestrol,C0068922
C3714798,Nomegestrol,C0068922
C1142644,Delamanid,C3489682
C1142644,Delamanid,C5212412
C3714798,Delamanid,C3489682
C3714798,Delamanid,C5212412
C1142644,Vinflunine,C0672663
C3714798,Vinflunine,C0672663
C1142644,Daprodustat,C4519188
C3714798,Daprodustat,C4519188
C0897385,Daprodustat,C4519188
C1142644,Voclosporin,C2607219
C3714798,Voclosporin,C2607219
C1142644,Acalabrutinib,C4078312
C3714798,Acalabrutinib,C4078312
C0535996,Acalabrutinib,C4078312
C3714750,Acalabrutinib,C4078312
C1142644,Ribociclib,C4045494
C3714798,Ribociclib,C4045494
C1142644,Ebastine,C0058895
C3714798,Ebastine,C0058895
C1142644,Clobetasol,C0008992
C3714798,Clobetasol,C0008992
C0535996,Clobetasol,C0008992
C3714750,Clobetasol,C0008992
C1142644,Bryostatin 1,C0054173
C3714798,Bryostatin 1,C0054173
C1142644,Tenapanor,C4043480
C3714798,Tenapanor,C4043480
C0535996,Tenapanor,C4043480
C3714750,Tenapanor,C4043480
C1142644,Sarilumab,C3885145
C3714798,Sarilumab,C3885145
C1142644,Danoprevir,C2973564
C3714798,Danoprevir,C2973564
C1142644,Fostemsavir,C4519220
C3714798,Fostemsavir,C4519220
C1142644,Bictegravir,C4507568
C3714798,Bictegravir,C4507568
C0441886,Bictegravir,C4507568
C1142644,Tivozanib,C2827667
C3714798,Tivozanib,C2827667
C1142644,Saracatinib,C2828242
C3714798,Saracatinib,C2828242
C1142644,Baricitinib,C4044947
C3714798,Baricitinib,C4044947
C1142644,Neratinib,C2713008
C3714798,Neratinib,C2713008
C1414645,Neratinib,C2713008
C1142644,Infigratinib,C3254591
C3714798,Infigratinib,C3254591
C1414645,Infigratinib,C3254591
C1142644,6-O-benzylguanine,C0083812
C3714798,6-O-benzylguanine,C0083812
C1142644,Deflazacort,C0057258
C3714798,Deflazacort,C0057258
C0535996,Deflazacort,C0057258
C3714750,Deflazacort,C0057258
C1142644,Selinexor,C3852671
C3714798,Selinexor,C3852671
C1142644,Lemborexant,C4519269
C3714798,Lemborexant,C4519269
C0535996,Lemborexant,C4519269
C3714750,Lemborexant,C4519269
C0534137,Lemborexant,C4519269
C1828468,Lemborexant,C4519269
C1142644,Duvelisib,C4079854
C3714798,Duvelisib,C4079854
C1142644,Carboxyamidotriazole,C0064494
C3714798,Carboxyamidotriazole,C0064494
C1142644,Glasdegib,C4519273
C3714798,Glasdegib,C4519273
C0897385,Glasdegib,C4519273
C1142644,Entrectinib,C4086264
C3714798,Entrectinib,C4086264
C1142644,Fostamatinib,C2713632
C3714798,Fostamatinib,C2713632
C1142644,Ponesimod,C2934701
C3714798,Ponesimod,C2934701
C0535996,Ponesimod,C2934701
C3714750,Ponesimod,C2934701
C1142644,Tecovirimat,C2713595
C3714798,Tecovirimat,C2713595
C0960580,Tecovirimat,C2713595
C0897385,Tecovirimat,C2713595
C0534137,Tecovirimat,C2713595
C1828468,Tecovirimat,C2713595
C1142644,Lorvotuzumab mertansine,C2987530
C3714798,Lorvotuzumab mertansine,C2987530
C1142644,Naftopidil,C0083701
C3714798,Naftopidil,C0083701
C1142644,Tetrahydropalmatine,C0076278
C3714798,Tetrahydropalmatine,C0076278
C1142644,Lorlatinib,C4080091
C3714798,Lorlatinib,C4080091
C0960580,Lorlatinib,C4080091
C0535996,Lorlatinib,C4080091
C3714750,Lorlatinib,C4080091
C0897385,Lorlatinib,C4080091
C0534137,Lorlatinib,C4080091
C1828468,Lorlatinib,C4080091
C1142644,Vinpocetine,C0059752
C3714798,Vinpocetine,C0059752
C1142644,Gilteritinib,C3896940
C3714798,Gilteritinib,C3896940
C1142644,Gepirone,C0066624
C3714798,Gepirone,C0066624
C1142644,Capivasertib,C4682387
C3714798,Capivasertib,C4682387
C1142644,Estetrol,C0014899
C3714798,Estetrol,C0014899
C1142644,Polatuzumab vedotin,C4078806
C3714798,Polatuzumab vedotin,C4078806
C0535996,Polatuzumab vedotin,C4078806
C3714750,Polatuzumab vedotin,C4078806
C1142644,Epofolate,C4519101
C3714798,Epofolate,C4519101
C1142644,Brigatinib,C4287815
C3714798,Brigatinib,C4287815
C0897385,Brigatinib,C4287815
C1142644,Propiverine,C0138666
C3714798,Propiverine,C0138666
C1414645,Propiverine,C0138666
C1142644,Doravirine,C4045491
C3714798,Doravirine,C4045491
C0535996,Doravirine,C4045491
C3714750,Doravirine,C4045491
C1142644,Eravacycline,C4045520
C3714798,Eravacycline,C4045520
C1142644,Sagopilone,C2355512
C3714798,Sagopilone,C2355512
C1142644,Ibrexafungerp,C5206403
C3714798,Ibrexafungerp,C5206403
C0897385,Ibrexafungerp,C5206403
C0038769,Ibrexafungerp,C5206403
C1142644,Copanlisib,C4049141
C3714798,Copanlisib,C4049141
C0535996,Copanlisib,C4049141
C3714750,Copanlisib,C4049141
C0059735,Copanlisib,C4049141
C3252639,Copanlisib,C4049141
C0533212,Copanlisib,C4049141
C1142644,Mirvetuximab soravtansine,C4288736
C3714798,Mirvetuximab soravtansine,C4288736
C1142644,Omaveloxolone,C4519135
C3714798,Omaveloxolone,C4519135
C0897385,Omaveloxolone,C4519135
C1142644,9-aminocamptothecin,C0214192
C3714798,9-aminocamptothecin,C0214192
C1142644,Oxetacaine,C0069758
C3714798,Oxetacaine,C0069758
C1142644,"1,2-Benzodiazepine",C5454974
C3714798,"1,2-Benzodiazepine",C5454974
C1142644,Samidorphan,C4277369
C3714798,Samidorphan,C4277369
C0960580,Samidorphan,C4277369
C0535996,Samidorphan,C4277369
C3714750,Samidorphan,C4277369
C0897385,Samidorphan,C4277369
C1142644,Piperine,C0071112
C3714798,Piperine,C0071112
C1142644,Ozanimod,C4278675
C3714798,Ozanimod,C4278675
C0897385,Ozanimod,C4278675
C4319743,Ozanimod,C4278675
C1142644,"3,5-diiodothyropropionic acid",C0218166
C3714798,"3,5-diiodothyropropionic acid",C0218166
C1142644,Lurbinectedin,C3898565
C3714798,Lurbinectedin,C3898565
C1142644,Balaglitazone,C1566435
C3714798,Balaglitazone,C1566435
C0897385,Balaglitazone,C1566435
C1142644,Lefamulin,C4482908
C3714798,Lefamulin,C4482908
C1142644,Secnidazole,C0074246
C3714798,Secnidazole,C0074246
C0960580,Secnidazole,C0074246
C0535996,Secnidazole,C0074246
C3714750,Secnidazole,C0074246
C1142644,Quizartinib,C2980091
C3714798,Quizartinib,C2980091
C0535996,Quizartinib,C2980091
C3714750,Quizartinib,C2980091
C0533212,Quizartinib,C2980091
C1142644,Tazemetostat,C4086895
C3714798,Tazemetostat,C4086895
C1142644,Gallopamil,C0016986
C3714798,Gallopamil,C0016986
C1142644,Darolutamide,C4547776
C3714798,Darolutamide,C4547776
C1142644,Methylprednisone,C4519262
C3714798,Methylprednisone,C4519262
C1142644,Cortivazol,C0056396
C3714798,Cortivazol,C0056396
C0535996,Cortivazol,C0056396
C3714750,Cortivazol,C0056396
C1142644,Enfortumab vedotin,C4519740
C3714798,Enfortumab vedotin,C4519740
C1142644,Macimorelin,C2986922
C3714798,Macimorelin,C2986922
C1142644,Clobetasone,C0360518
C3714798,Clobetasone,C0360518
C1142644,Troleandomycin,C0041165
C1142644,Troleandomycin,C0801992
C3714798,Troleandomycin,C0041165
C3714798,Troleandomycin,C0801992
C0535996,Troleandomycin,C0041165
C0535996,Troleandomycin,C0801992
C3714750,Troleandomycin,C0041165
C3714750,Troleandomycin,C0801992
C0897385,Troleandomycin,C0041165
C0897385,Troleandomycin,C0801992
C0533212,Troleandomycin,C0041165
C0533212,Troleandomycin,C0801992
C1142644,Prednylidene,C0044955
C3714798,Prednylidene,C0044955
C0535996,Prednylidene,C0044955
C3714750,Prednylidene,C0044955
C1142644,Miocamycin,C0026202
C1142644,Miocamycin,C0801942
C3714798,Miocamycin,C0026202
C3714798,Miocamycin,C0801942
C1142644,Flurithromycin,C0060591
C3714798,Flurithromycin,C0060591
C1142644,Dihydroergocristine,C0012289
C3714798,Dihydroergocristine,C0012289
C1142644,Diphenadione,C0058366
C3714798,Diphenadione,C0058366
C1142644,Dihydroergocryptine,C0012290
C3714798,Dihydroergocryptine,C0012290
C1142644,Terguride,C0058446
C3714798,Terguride,C0058446
C1142644,Rokitamycin,C0073560
C3714798,Rokitamycin,C0073560
C1142644,Midecamycin,C0066531
C3714798,Midecamycin,C0066531
C1142644,Bencyclane,C0004969
C3714798,Bencyclane,C0004969
C1142644,Otilonium,C0069370
C3714798,Otilonium,C0069370
C1142644,Chlormadinone,C0008214
C1142644,Chlormadinone,C0262965
C3714798,Chlormadinone,C0008214
C3714798,Chlormadinone,C0262965
C1142644,Promegestone,C0033401
C3714798,Promegestone,C0033401
C1142644,Quingestanol,C0072866
C3714798,Quingestanol,C0072866
C1142644,Terodiline,C0076126
C3714798,Terodiline,C0076126
C1142644,Halometasone,C0062097
C3714798,Halometasone,C0062097
C0535996,Halometasone,C0062097
C3714750,Halometasone,C0062097
C1142644,Lidoflazine,C0023665
C3714798,Lidoflazine,C0023665
C1142644,Penfluridol,C0030815
C3714798,Penfluridol,C0030815
C1142644,Caroverine,C0108530
C3714798,Caroverine,C0108530
C1142644,Cloprednol,C0055936
C3714798,Cloprednol,C0055936
C0535996,Cloprednol,C0055936
C3714750,Cloprednol,C0055936
C1142644,Demegestone,C0057362
C3714798,Demegestone,C0057362
C1142644,Etynodiol,C0059849
C3714798,Etynodiol,C0059849
C1142644,Fluticasone,C0082607
C3714798,Fluticasone,C0082607
C0535996,Fluticasone,C0082607
C3714750,Fluticasone,C0082607
C0897385,Fluticasone,C0082607
C0533212,Fluticasone,C0082607
C1142644,Glecaprevir,C4519536
C3714798,Glecaprevir,C4519536
C1142644,Fish oil,C0016157
C3714798,Fish oil,C0016157
C1142644,Nomegestrol acetate,C0132749
C3714798,Nomegestrol acetate,C0132749
C1142644,Baloxavir marboxil,C4688747
C3714798,Baloxavir marboxil,C4688747
C0897385,Baloxavir marboxil,C4688747
C0534137,Baloxavir marboxil,C4688747
C1828468,Baloxavir marboxil,C4688747
C1142644,alpha-Tocopherol acetate,C1999896
C3714798,alpha-Tocopherol acetate,C1999896
C1142644,Fosnetupitant,C4691680
C3714798,Fosnetupitant,C4691680
C1142644,Dexverapamil,C0280858
C3714798,Dexverapamil,C0280858
C1142644,Emopamil,C0059080
C3714798,Emopamil,C0059080
C1142644,Lomerizine,C0630704
C3714798,Lomerizine,C0630704
C1142644,Tetrandrine,C0076316
C3714798,Tetrandrine,C0076316
C1142644,Dexniguldipine,C0208704
C3714798,Dexniguldipine,C0208704
C1142644,Echinacea,C0752270
C1142644,Echinacea,C1017603
C1142644,Echinacea,C1095869
C1142644,Echinacea,C5445960
C3714798,Echinacea,C0752270
C3714798,Echinacea,C1017603
C3714798,Echinacea,C1095869
C3714798,Echinacea,C5445960
C1142644,Mometasone furoate,C0066700
C3714798,Mometasone furoate,C0066700
C0535996,Mometasone furoate,C0066700
C3714750,Mometasone furoate,C0066700
C0897385,Mometasone furoate,C0066700
C1142644,Hydrocortisone aceponate,C0082944
C3714798,Hydrocortisone aceponate,C0082944
C0535996,Hydrocortisone aceponate,C0082944
C3714750,Hydrocortisone aceponate,C0082944
C0897385,Hydrocortisone aceponate,C0082944
C0533212,Hydrocortisone aceponate,C0082944
C1142644,Hydrocortisone acetate,C0063077
C3714798,Hydrocortisone acetate,C0063077
C0026237,Hydrocortisone acetate,C0063077
C0887941,Hydrocortisone acetate,C0063077
C0535996,Hydrocortisone acetate,C0063077
C3714750,Hydrocortisone acetate,C0063077
C0897385,Hydrocortisone acetate,C0063077
C0533212,Hydrocortisone acetate,C0063077
C0038296,Hydrocortisone acetate,C0063077
C0075233,Hydrocortisone acetate,C0063077
C1527416,Hydrocortisone acetate,C0063077
C1142644,Hydrocortisone butyrate,C0352536
C3714798,Hydrocortisone butyrate,C0352536
C0026237,Hydrocortisone butyrate,C0352536
C0887941,Hydrocortisone butyrate,C0352536
C0535996,Hydrocortisone butyrate,C0352536
C3714750,Hydrocortisone butyrate,C0352536
C0897385,Hydrocortisone butyrate,C0352536
C0533212,Hydrocortisone butyrate,C0352536
C0038296,Hydrocortisone butyrate,C0352536
C0075233,Hydrocortisone butyrate,C0352536
C1527416,Hydrocortisone butyrate,C0352536
C1142644,Hydrocortisone cypionate,C0612688
C3714798,Hydrocortisone cypionate,C0612688
C0535996,Hydrocortisone cypionate,C0612688
C3714750,Hydrocortisone cypionate,C0612688
C0897385,Hydrocortisone cypionate,C0612688
C0533212,Hydrocortisone cypionate,C0612688
C1142644,Hydrocortisone phosphate,C0056383
C3714798,Hydrocortisone phosphate,C0056383
C0535996,Hydrocortisone phosphate,C0056383
C3714750,Hydrocortisone phosphate,C0056383
C0897385,Hydrocortisone phosphate,C0056383
C0533212,Hydrocortisone phosphate,C0056383
C1142644,Hydrocortisone probutate,C0063076
C3714798,Hydrocortisone probutate,C0063076
C0026237,Hydrocortisone probutate,C0063076
C0887941,Hydrocortisone probutate,C0063076
C0535996,Hydrocortisone probutate,C0063076
C3714750,Hydrocortisone probutate,C0063076
C0897385,Hydrocortisone probutate,C0063076
C0533212,Hydrocortisone probutate,C0063076
C0038296,Hydrocortisone probutate,C0063076
C0075233,Hydrocortisone probutate,C0063076
C1527416,Hydrocortisone probutate,C0063076
C1142644,Hydrocortisone valerate,C0063079
C3714798,Hydrocortisone valerate,C0063079
C0026237,Hydrocortisone valerate,C0063079
C0887941,Hydrocortisone valerate,C0063079
C0535996,Hydrocortisone valerate,C0063079
C3714750,Hydrocortisone valerate,C0063079
C0897385,Hydrocortisone valerate,C0063079
C0533212,Hydrocortisone valerate,C0063079
C0038296,Hydrocortisone valerate,C0063079
C0075233,Hydrocortisone valerate,C0063079
C1527416,Hydrocortisone valerate,C0063079
C1142644,Hydrocortisone succinate,C0056387
C3714798,Hydrocortisone succinate,C0056387
C0026237,Hydrocortisone succinate,C0056387
C0887941,Hydrocortisone succinate,C0056387
C0897385,Hydrocortisone succinate,C0056387
C0038296,Hydrocortisone succinate,C0056387
C0075233,Hydrocortisone succinate,C0056387
C1527416,Hydrocortisone succinate,C0056387
C1142644,Hydroxyprogesterone,C0020387
C1142644,Hydroxyprogesterone,C0045010
C3714798,Hydroxyprogesterone,C0020387
C3714798,Hydroxyprogesterone,C0045010
C1142644,Eslicarbazepine,C2725260
C3714798,Eslicarbazepine,C2725260
C0960580,Eslicarbazepine,C2725260
C1142644,Segesterone acetate,C4723383
C3714798,Segesterone acetate,C4723383
C1142644,Edetate calcium disodium anhydrous,C2983900
C3714798,Edetate calcium disodium anhydrous,C2983900
C0001457,Edetate calcium disodium anhydrous,C2983900
C0427556,Edetate calcium disodium anhydrous,C2983900
C3254086,Edetate calcium disodium anhydrous,C2983900
C1142644,Edetate disodium anhydrous,C1875875
C3714798,Edetate disodium anhydrous,C1875875
C0001457,Edetate disodium anhydrous,C1875875
C0427556,Edetate disodium anhydrous,C1875875
C3254086,Edetate disodium anhydrous,C1875875
C1142644,Fluprednidene acetate,C0060584
C3714798,Fluprednidene acetate,C0060584
C0535996,Fluprednidene acetate,C0060584
C3714750,Fluprednidene acetate,C0060584
C1142644,Methylprednisolone hemisuccinate,C0025819
C3714798,Methylprednisolone hemisuccinate,C0025819
C0535996,Methylprednisolone hemisuccinate,C0025819
C3714750,Methylprednisolone hemisuccinate,C0025819
C1142644,Prednisone acetate,C0770564
C3714798,Prednisone acetate,C0770564
C0535996,Prednisone acetate,C0770564
C3714750,Prednisone acetate,C0770564
C1142644,Dexamethasone acetate,C0057598
C3714798,Dexamethasone acetate,C0057598
C0010763,Dexamethasone acetate,C0057598
C3887686,Dexamethasone acetate,C0057598
C0960580,Dexamethasone acetate,C0057598
C0026237,Dexamethasone acetate,C0057598
C0887941,Dexamethasone acetate,C0057598
C0535996,Dexamethasone acetate,C0057598
C3714750,Dexamethasone acetate,C0057598
C0059735,Dexamethasone acetate,C0057598
C3252639,Dexamethasone acetate,C0057598
C0897385,Dexamethasone acetate,C0057598
C3884187,Dexamethasone acetate,C0057598
C0534137,Dexamethasone acetate,C0057598
C1828468,Dexamethasone acetate,C0057598
C0533212,Dexamethasone acetate,C0057598
C0038296,Dexamethasone acetate,C0057598
C1142644,Clocortolone acetate,C0770567
C3714798,Clocortolone acetate,C0770567
C0535996,Clocortolone acetate,C0770567
C3714750,Clocortolone acetate,C0770567
C1142644,Melengestrol acetate,C0025223
C3714798,Melengestrol acetate,C0025223
C0535996,Melengestrol acetate,C0025223
C3714750,Melengestrol acetate,C0025223
C1142644,Betamethasone phosphate,C2698382
C3714798,Betamethasone phosphate,C2698382
C0535996,Betamethasone phosphate,C2698382
C3714750,Betamethasone phosphate,C2698382
C1142644,Norethindrone enanthate,C0068981
C3714798,Norethindrone enanthate,C0068981
C1142644,Cortisone,C0010137
C3714798,Cortisone,C0010137
C0535996,Cortisone,C0010137
C3714750,Cortisone,C0010137
C1142644,Larotrectinib,C4524315
C3714798,Larotrectinib,C4524315
C1142644,Vibegron,C4279743
C3714798,Vibegron,C4279743
C1142644,Trastuzumab deruxtecan,C4726900
C3714798,Trastuzumab deruxtecan,C4726900
C0015278,Trastuzumab deruxtecan,C4726900
C1706105,Trastuzumab deruxtecan,C4726900
C0699919,Trastuzumab deruxtecan,C4726900
C2606206,Trastuzumab deruxtecan,C4726900
C1310906,Trastuzumab deruxtecan,C4726900
C1142644,Daridorexant,C5227711
C3714798,Daridorexant,C5227711
C1142644,Zanubrutinib,C4683810
C3714798,Zanubrutinib,C4683810
C0534137,Zanubrutinib,C4683810
C1828468,Zanubrutinib,C4683810
C1142644,Pemigatinib,C4724807
C3714798,Pemigatinib,C4724807
C1142644,Vamorolone,C4726940
C3714798,Vamorolone,C4726940
C0535996,Vamorolone,C4726940
C3714750,Vamorolone,C4726940
C0897385,Vamorolone,C4726940
C1142644,Risdiplam,C5139676
C3714798,Risdiplam,C5139676
C0059735,Risdiplam,C5139676
C3252639,Risdiplam,C5139676
C0533212,Risdiplam,C5139676
C1414645,Risdiplam,C5139676
C1142644,Belzutifan,C5418188
C3714798,Belzutifan,C5418188
C0960580,Belzutifan,C5418188
C1142644,Mexazolam,C0089958
C3714798,Mexazolam,C0089958
C1142644,Zuranolone,C5227595
C3714798,Zuranolone,C5227595
C1142644,Prednisolone acetate,C0071839
C3714798,Prednisolone acetate,C0071839
C1142644,Lenacapavir,C5244461
C3714798,Lenacapavir,C5244461
C1142644,Selpercatinib,C5235396
C3714798,Selpercatinib,C5235396
C0897385,Selpercatinib,C5235396
C1142644,Atogepant,C5238205
C3714798,Atogepant,C5238205
C1142644,Finerenone,C4045511
C3714798,Finerenone,C4045511
C0059735,Finerenone,C4045511
C3252639,Finerenone,C4045511
C0897385,Finerenone,C4045511
C1142644,Loncastuximab tesirine,C5203804
C3714798,Loncastuximab tesirine,C5203804
C0535996,Loncastuximab tesirine,C5203804
C3714750,Loncastuximab tesirine,C5203804
C1142644,Maralixibat,C5418448
C3714798,Maralixibat,C5418448
C1142644,Mobocertinib,C5418176
C3714798,Mobocertinib,C5418176
C0535996,Mobocertinib,C5418176
C3714750,Mobocertinib,C5418176
C0533212,Mobocertinib,C5418176
C1142644,Nirmatrelvir,C5545149
C3714798,Nirmatrelvir,C5545149
C1142644,Tisotumab vedotin,C4724800
C3714798,Tisotumab vedotin,C4724800
C0010763,Enfuvirtide,C0537439
C3887686,Enfuvirtide,C0537439
C0960580,Enfuvirtide,C0537439
C0010763,Ademetionine,C0036002
C3887686,Ademetionine,C0036002
C0033503,Ademetionine,C0036002
C0010763,Enflurane,C0014277
C3887686,Enflurane,C0014277
C0010763,Isoflurane,C0022180
C3887686,Isoflurane,C0022180
C0534137,Isoflurane,C0022180
C1828468,Isoflurane,C0022180
C1537989,Isoflurane,C0022180
C0010763,Isosorbide dinitrate,C0022252
C3887686,Isosorbide dinitrate,C0022252
C0010763,Desflurane,C0063252
C3887686,Desflurane,C0063252
C0010763,Fomepizole,C0048504
C3887686,Fomepizole,C0048504
C3884187,Fomepizole,C0048504
C0010763,"N,N-dimethylformamide",C0012426
C3887686,"N,N-dimethylformamide",C0012426
C0010763,Tirapazamine,C0208407
C3887686,Tirapazamine,C0208407
C0010763,Dalfampridine,C0000477
C3887686,Dalfampridine,C0000477
C0010763,Aniline,C0003036
C3887686,Aniline,C0003036
C0010763,Ellagic acid,C0013900
C3887686,Ellagic acid,C0013900
C0059735,Ellagic acid,C0013900
C3252639,Ellagic acid,C0013900
C0010763,Fingolimod,C0388087
C0010763,Fingolimod,C1699926
C3887686,Fingolimod,C0388087
C3887686,Fingolimod,C1699926
C0010763,Vayarin,C3247604
C3887686,Vayarin,C3247604
C0010763,Glycerin,C0017861
C3887686,Glycerin,C0017861
C0010763,Favipiravir,C1138226
C3887686,Favipiravir,C1138226
C0051124,Favipiravir,C1138226
C0897385,Favipiravir,C1138226
C0010763,"1,2-dichlorobenzene",C0046078
C3887686,"1,2-dichlorobenzene",C0046078
C0010763,Dichlorobenzene,C0301037
C3887686,Dichlorobenzene,C0301037
C0960580,Carisoprodol,C0007248
C0960580,Thiopental,C0039925
C0960580,Thiopental,C0366276
C0960580,Nilutamide,C0068771
C0960580,Methylphenobarbital,C0025382
C0534137,Methylphenobarbital,C0025382
C1828468,Methylphenobarbital,C0025382
C0960580,Oxymetazoline,C0030071
C0960580,Telmisartan,C0248719
C0960580,Memantine,C0025242
C3884187,Memantine,C0025242
C0534137,Memantine,C0025242
C1828468,Memantine,C0025242
C0960580,Methsuximide,C0109002
C0960580,Benzbromarone,C0005035
C0960580,Dexrabeprazole,C3661450
C0960580,Vicagrel,C5400020
C1146632,Vicagrel,C5400020
C0026237,Cyanocobalamin,C0042845
C0887941,Cyanocobalamin,C0042845
C0026237,Choline,C0008405
C0887941,Choline,C0008405
C0008407,Choline,C0008405
C0055570,Choline,C0008405
C0026237,L-Glutamine,C0017797
C0887941,L-Glutamine,C0017797
C0070928,L-Glutamine,C0017797
C0026237,Methionine,C0025646
C0026237,Methionine,C0034504
C0887941,Methionine,C0025646
C0887941,Methionine,C0034504
C0017801,Methionine,C0025646
C0017801,Methionine,C0034504
C0521449,Methionine,C0025646
C0521449,Methionine,C0034504
C1417039,Methionine,C0025646
C1417039,Methionine,C0034504
C5210975,Methionine,C0025646
C5210975,Methionine,C0034504
C1417038,Methionine,C0025646
C1417038,Methionine,C0034504
C0066357,Methionine,C0025646
C0066357,Methionine,C0034504
C0026237,Succinic acid,C0075429
C0887941,Succinic acid,C0075429
C3665675,Succinic acid,C0075429
C0378279,Succinic acid,C0075429
C0026237,Glycine,C0017890
C0026237,Glycine,C0522461
C0887941,Glycine,C0017890
C0887941,Glycine,C0522461
C0103013,Glycine,C0017890
C0103013,Glycine,C0522461
C0026237,Calcifediol,C0006657
C0026237,Calcifediol,C4722189
C0887941,Calcifediol,C0006657
C0887941,Calcifediol,C4722189
C0026237,Tryptophan,C0041249
C0887941,Tryptophan,C0041249
C0521449,Tryptophan,C0041249
C0041256,Tryptophan,C0041249
C1412028,Tryptophan,C0041249
C0026237,Ergocalciferol,C0014695
C0887941,Ergocalciferol,C0014695
C0073353,Ergocalciferol,C0014695
C0008381,Ergocalciferol,C0014695
C1427014,Ergocalciferol,C0014695
C0026237,Valine,C0042285
C0887941,Valine,C0042285
C0107115,Valine,C0042285
C0026237,Proline,C0033382
C0887941,Proline,C0033382
C0026237,Etomidate,C0015131
C0887941,Etomidate,C0015131
C0038296,Etomidate,C0015131
C0075233,Etomidate,C0015131
C1527416,Etomidate,C0015131
C0026237,Tenofovir disoproxil,C0963398
C0887941,Tenofovir disoproxil,C0963398
C0028615,Tenofovir disoproxil,C0963398
C0026237,Digoxin,C0012265
C0026237,Digoxin,C0337449
C0026237,Digoxin,C0484920
C0026237,Digoxin,C0797872
C0026237,Digoxin,C1569326
C0887941,Digoxin,C0012265
C0887941,Digoxin,C0337449
C0887941,Digoxin,C0484920
C0887941,Digoxin,C0797872
C0887941,Digoxin,C1569326
C0008381,Digoxin,C0012265
C0008381,Digoxin,C0337449
C0008381,Digoxin,C0484920
C0008381,Digoxin,C0797872
C0008381,Digoxin,C1569326
C0026237,Spironolactone,C0037982
C0887941,Spironolactone,C0037982
C0897385,Spironolactone,C0037982
C0038296,Spironolactone,C0037982
C0075233,Spironolactone,C0037982
