drugbank_id,name,enzy
DB01115,Nifedipine,P11509
DB01115,Nifedipine,P10632
DB01115,Nifedipine,P04798
DB01115,Nifedipine,P20813
DB01115,Nifedipine,P05181
DB01115,Nifedipine,P11712
DB01115,Nifedipine,P20815
DB01116,Trimethaphan,P06276
DB01117,Atovaquone,P11712
DB01117,Atovaquone,P08684
DB01118,Amiodarone,P11712
DB01118,Amiodarone,P05177
DB01118,Amiodarone,P10635
DB01118,Amiodarone,P10632
DB01118,Amiodarone,P08684
DB01118,Amiodarone,P33261
DB01118,Amiodarone,P04798
DB01118,Amiodarone,P11509
DB01118,Amiodarone,P51589
DB01120,Gliclazide,P11712
DB01120,Gliclazide,P33261
DB01120,Gliclazide,P33260
DB01120,Gliclazide,P10632
DB01122,Ambenonium,P06276
DB01124,Tolbutamide,P33261
DB01124,Tolbutamide,P11712
DB01124,Tolbutamide,P10632
DB01124,Tolbutamide,P33260
DB01126,Dutasteride,P20815
DB01127,Econazole,P11511
DB01127,Econazole,P05181
DB01127,Econazole,P08684
DB01128,Bicalutamide,P33261
DB01128,Bicalutamide,P11712
DB01128,Bicalutamide,P10635
DB01128,Bicalutamide,P08684
DB01129,Rabeprazole,P04798
DB01129,Rabeprazole,P05177
DB01129,Rabeprazole,P11712
DB01129,Rabeprazole,P10635
DB01129,Rabeprazole,P10632
DB01129,Rabeprazole,P08684
DB01129,Rabeprazole,P33261
DB01130,Prednicarbate,P08684
DB01131,Proguanil,P33261
DB01131,Proguanil,P11712
DB01131,Proguanil,P10635
DB01132,Pioglitazone,P10632
DB01132,Pioglitazone,P08684
DB01132,Pioglitazone,P04798
DB01134,Desoxycorticosterone pivalate,P08684
DB01135,Doxacurium,P06276
DB01136,Carvedilol,P05177
DB01136,Carvedilol,P08684
DB01136,Carvedilol,P04798
DB01136,Carvedilol,P10635
DB01136,Carvedilol,P05181
DB01136,Carvedilol,P11712
DB01136,Carvedilol,P23219
DB01136,Carvedilol,P22309
DB01136,Carvedilol,P06133
DB01136,Carvedilol,P16662
DB01136,Carvedilol,P47989
DB01137,Levofloxacin,P11712
DB01138,Sulfinpyrazone,P11712
DB01138,Sulfinpyrazone,P08684
DB01138,Sulfinpyrazone,P20813
DB01138,Sulfinpyrazone,P10632
DB01141,Micafungin,P15289
DB01141,Micafungin,P21964
DB01142,Doxepin,P10635
DB01142,Doxepin,P11712
DB01142,Doxepin,P33261
DB01142,Doxepin,P05177
DB01142,Doxepin,P08684
DB01143,Amifostine,P05186
DB01151,Desipramine,P10635
DB01151,Desipramine,P05177
DB01151,Desipramine,P08684
DB01151,Desipramine,P20813
DB01151,Desipramine,P05181
DB01152,Candicidin,P08684
DB01154,Thiamylal,P11712
DB01154,Thiamylal,P08684
DB01154,Thiamylal,P05181
DB01155,Gemifloxacin,P05177
DB01156,Bupropion,P28845
DB01156,Bupropion,O95154
DB01156,Bupropion,P20813
DB01156,Bupropion,P05181
DB01156,Bupropion,P08684
DB01156,Bupropion,P33261
DB01156,Bupropion,P16662
DB01156,Bupropion,P06133
DB01156,Bupropion,O60656
DB01156,Bupropion,P22310
DB01156,Bupropion,P35503
DB01156,Bupropion,P11712
DB01156,Bupropion,P10635
DB01159,Halothane,P05181
DB01159,Halothane,P11509
DB01159,Halothane,P08684
DB01159,Halothane,P20813
DB01159,Halothane,P11712
DB01159,Halothane,P10635
DB01161,Chloroprocaine,P06276
DB01165,Ofloxacin,P05177
DB01166,Cilostazol,P05177
DB01166,Cilostazol,P10635
DB01166,Cilostazol,P33261
DB01166,Cilostazol,P08684
DB01166,Cilostazol,P20815
DB01166,Cilostazol,P24462
DB01168,Procarbazine,P47989
DB01169,Arsenic trioxide,P08684
DB01171,Moclobemide,P11712
DB01171,Moclobemide,P33261
DB01171,Moclobemide,P10635
DB01171,Moclobemide,P21397
DB01171,Moclobemide,P27338
DB01172,Kanamycin,P9WQG9
DB01172,Kanamycin,P05057
DB01172,Kanamycin,P00551
DB01173,Orphenadrine,P20813
DB01173,Orphenadrine,P08684
DB01173,Orphenadrine,P05181
DB01173,Orphenadrine,P05177
DB01173,Orphenadrine,P10635
DB01174,Phenobarbital,P11712
DB01174,Phenobarbital,P33261
DB01174,Phenobarbital,P05181
DB01174,Phenobarbital,P20813
DB01174,Phenobarbital,P10632
DB01174,Phenobarbital,P08684
DB01174,Phenobarbital,P05177
DB01174,Phenobarbital,P20815
DB01174,Phenobarbital,P04798
DB01174,Phenobarbital,P33260
DB01174,Phenobarbital,P24462
DB01174,Phenobarbital,P13584
DB01174,Phenobarbital,P22309
DB01174,Phenobarbital,P16662
DB01174,Phenobarbital,P11509
DB01175,Escitalopram,P08684
DB01175,Escitalopram,P33261
DB01175,Escitalopram,P10635
DB01175,Escitalopram,P21397
DB01175,Escitalopram,P27338
DB01175,Escitalopram,Q06278
DB01176,Cyclizine,P11712
DB01177,Idarubicin,P11712
DB01177,Idarubicin,P10635
DB01181,Ifosfamide,P08684
DB01181,Ifosfamide,P20815
DB01181,Ifosfamide,P20813
DB01181,Ifosfamide,P24462
DB01181,Ifosfamide,P23219
DB01181,Ifosfamide,P11509
DB01181,Ifosfamide,P10632
DB01181,Ifosfamide,P11712
DB01181,Ifosfamide,P33261
DB01181,Ifosfamide,P05181
DB01181,Ifosfamide,P00352
DB01181,Ifosfamide,P30838
DB01181,Ifosfamide,P33260
DB01182,Propafenone,P10635
DB01182,Propafenone,P05177
DB01182,Propafenone,P08684
DB01183,Naloxone,P08684
DB01183,Naloxone,P22309
DB01183,Naloxone,P33260
DB01183,Naloxone,P33261
DB01184,Domperidone,P08684
DB01184,Domperidone,P05177
DB01184,Domperidone,P20813
DB01184,Domperidone,P10632
DB01184,Domperidone,P10635
DB01184,Domperidone,P20815
DB01184,Domperidone,P24462
DB01186,Pergolide,P08684
DB01189,Desflurane,P05181
DB01190,Clindamycin,P08684
DB01190,Clindamycin,P20815
DB01191,Dexfenfluramine,P05177
DB01191,Dexfenfluramine,P05181
DB01191,Dexfenfluramine,P10635
DB01192,Oxymorphone,P08684
DB01192,Oxymorphone,P10635
DB01193,Acebutolol,P10635
DB01194,Brinzolamide,P08684
DB01194,Brinzolamide,P11509
DB01194,Brinzolamide,P20813
DB01194,Brinzolamide,P10632
DB01194,Brinzolamide,P11712
DB01195,Flecainide,P10635
DB01195,Flecainide,P05177
DB01195,Flecainide,P11712
DB01196,Estramustine,P08684
DB01198,Zopiclone,P10632
DB01198,Zopiclone,P08684
DB01198,Zopiclone,P11712
DB01198,Zopiclone,P23219
DB01199,Tubocurarine,P06276
DB01200,Bromocriptine,P08684
DB01204,Mitoxantrone,Q16678
DB01204,Mitoxantrone,P08684
DB01204,Mitoxantrone,P05181
DB01206,Lomustine,P10635
DB01206,Lomustine,P08684
DB01208,Sparfloxacin,P05177
DB01210,Levobunolol,P10635
DB01211,Clarithromycin,P08684
DB01211,Clarithromycin,P20815
DB01212,Ceftriaxone,P15104
DB01213,Fomepizole,P11509
DB01213,Fomepizole,P05181
DB01214,Metipranolol,P10635
DB01215,Estazolam,P08684
DB01216,Finasteride,P08684
DB01216,Finasteride,P20815
DB01216,Finasteride,P24462
DB01217,Anastrozole,P08684
DB01217,Anastrozole,P20815
DB01217,Anastrozole,P10632
DB01217,Anastrozole,P22310
DB01217,Anastrozole,P16662
DB01217,Anastrozole,P35503
DB01217,Anastrozole,P22309
DB01217,Anastrozole,P05177
DB01217,Anastrozole,P11712
DB01218,Halofantrine,P08684
DB01218,Halofantrine,P10635
DB01218,Halofantrine,P20815
DB01218,Halofantrine,P10632
DB01220,Rifaximin,P08684
DB01220,Rifaximin,P33261
DB01220,Rifaximin,P10632
DB01221,Ketamine,P11712
DB01221,Ketamine,P20813
DB01221,Ketamine,P08684
DB01221,Ketamine,P23219
DB01221,Ketamine,P10632
DB01223,Aminophylline,P05181
DB01223,Aminophylline,P08684
DB01223,Aminophylline,P05177
DB01224,Quetiapine,P08684
DB01224,Quetiapine,P10635
DB01224,Quetiapine,P33261
DB01224,Quetiapine,P24462
DB01224,Quetiapine,P20815
DB01225,Enoxaparin,P05164
DB01226,Mivacurium,P06276
DB01227,Levacetylmethadol,P08684
DB01227,Levacetylmethadol,P24462
DB01228,Encainide,P10635
DB01229,Paclitaxel,P08684
DB01229,Paclitaxel,P10632
DB01229,Paclitaxel,P20815
DB01229,Paclitaxel,P24462
DB01229,Paclitaxel,P11511
DB01229,Paclitaxel,Q16678
DB01232,Saquinavir,P08684
DB01232,Saquinavir,P10632
DB01232,Saquinavir,P10635
DB01232,Saquinavir,P20815
DB01232,Saquinavir,P24462
DB01233,Metoclopramide,P10635
DB01233,Metoclopramide,P08684
DB01233,Metoclopramide,P05177
DB01234,Dexamethasone,P08684
DB01234,Dexamethasone,P80365
DB01234,Dexamethasone,P28845
DB01234,Dexamethasone,P20815
DB01234,Dexamethasone,P24462
DB01234,Dexamethasone,P05093
DB01234,Dexamethasone,P04798
DB01234,Dexamethasone,P11509
DB01234,Dexamethasone,P20813
DB01234,Dexamethasone,P33261
DB01234,Dexamethasone,P10632
DB01234,Dexamethasone,P05181
DB01234,Dexamethasone,Q9HB55
DB01234,Dexamethasone,Q02928
DB01234,Dexamethasone,P15538
DB01235,Levodopa,P20711
DB01235,Levodopa,P50225
DB01235,Levodopa,P50226
DB01235,Levodopa,P0DMM9
DB01235,Levodopa,P21964
DB01235,Levodopa,P09172
DB01235,Levodopa,P21397
DB01235,Levodopa,P11086
DB01236,Sevoflurane,P05181
DB01236,Sevoflurane,P20813
DB01236,Sevoflurane,P11509
DB01236,Sevoflurane,P08684
DB01238,Aripiprazole,P08684
DB01238,Aripiprazole,P10635
DB01238,Aripiprazole,P24462
DB01238,Aripiprazole,P20815
DB01241,Gemfibrozil,P22309
DB01241,Gemfibrozil,O60656
DB01241,Gemfibrozil,P35503
DB01241,Gemfibrozil,P06133
DB01241,Gemfibrozil,P16662
DB01241,Gemfibrozil,O75795
DB01241,Gemfibrozil,P10632
DB01241,Gemfibrozil,P33261
DB01241,Gemfibrozil,P11712
DB01241,Gemfibrozil,P05177
DB01241,Gemfibrozil,P08684
DB01242,Clomipramine,P10635
DB01242,Clomipramine,P05177
DB01242,Clomipramine,P33261
DB01242,Clomipramine,P08684
DB01244,Bepridil,P10635
DB01244,Bepridil,P08684
DB01245,Decamethonium,P06276
DB01248,Docetaxel,P08684
DB01248,Docetaxel,P20815
DB01248,Docetaxel,P24462
DB01248,Docetaxel,Q16678
DB01251,Gliquidone,P11712
DB01252,Mitiglinide,P35503
DB01252,Mitiglinide,P16662
DB01253,Ergometrine,P08684
DB01254,Dasatinib,P08684
DB01254,Dasatinib,P31513
DB01254,Dasatinib,P04798
DB01254,Dasatinib,P05177
DB01254,Dasatinib,Q16678
DB01254,Dasatinib,P20815
DB01256,Retapamulin,P08684
DB01259,Lapatinib,P08684
DB01259,Lapatinib,P20815
DB01259,Lapatinib,P10632
DB01259,Lapatinib,P33261
DB01260,Desonide,P08684
DB01261,Sitagliptin,P08684
DB01261,Sitagliptin,P10632
DB01263,Posaconazole,P08684
DB01264,Darunavir,P10635
DB01264,Darunavir,P08684
DB01267,Paliperidone,P08684
DB01267,Paliperidone,P10635
DB01267,Paliperidone,P20815
DB01268,Sunitinib,P08684
DB01268,Sunitinib,P20815
DB01268,Sunitinib,P24462
DB01274,Arformoterol,P10635
DB01274,Arformoterol,P33261
DB01274,Arformoterol,P11712
DB01274,Arformoterol,P11509
DB01275,Hydralazine,P08684
DB01276,Exenatide,P27487
DB01280,Nelarabine,P00813
DB01280,Nelarabine,Q16854
DB01280,Nelarabine,P27707
DB01280,Nelarabine,Q9Y2T3
DB01280,Nelarabine,P47989
DB01283,Lumiracoxib,P11712
DB01283,Lumiracoxib,P33261
DB01283,Lumiracoxib,P22309
DB01283,Lumiracoxib,Q06520
DB01283,Lumiracoxib,O60656
DB01283,Lumiracoxib,P05177
DB01285,Corticotropin,P26439
DB01285,Corticotropin,O15528
DB01285,Corticotropin,Q07973
DB01285,Corticotropin,P08684
DB01289,Glisoxepide,P11712
DB01295,Bevantolol,P10635
DB01297,Practolol,P10635
DB01303,Oxtriphylline,P05177
DB01306,Insulin aspart,P05177
DB01307,Insulin detemir,P05177
DB01307,Insulin detemir,P14735
DB01309,Insulin glulisine,P05177
DB01319,Fosamprenavir,P08684
DB01320,Fosphenytoin,P05186
DB01320,Fosphenytoin,P05177
DB01320,Fosphenytoin,P19224
DB01320,Fosphenytoin,O60656
DB01320,Fosphenytoin,P33261
DB01320,Fosphenytoin,P20813
DB01320,Fosphenytoin,P11712
DB01320,Fosphenytoin,P08684
DB01323,St. John's Wort,P08684
DB01323,St. John's Wort,P10635
DB01323,St. John's Wort,P33261
DB01327,Cefazolin,P51580
DB01331,Cefoxitin,P00808
DB01333,Cefradine,P08684
DB01337,Pancuronium,P06276
DB01338,Pipecuronium,P06276
DB01349,Tasosartan,P08684
DB01352,Aprobarbital,P08684
DB01355,Hexobarbital,P11712
DB01355,Hexobarbital,P33261
DB01355,Hexobarbital,P23219
DB01357,Mestranol,P11712
DB01357,Mestranol,P08684
DB01357,Mestranol,P10632
DB01359,Penbutolol,P10635
DB01364,Ephedrine,P06276
DB01364,Ephedrine,P22303
DB01367,Rasagiline,P05177
DB01369,Quinupristin,P08684
DB01380,Cortisone acetate,P08684
DB01380,Cortisone acetate,P20815
DB01381,Ginkgo biloba,P11712
DB01381,Ginkgo biloba,P08684
DB01381,Ginkgo biloba,Q16678
DB01381,Ginkgo biloba,P04798
DB01381,Ginkgo biloba,P05177
DB01384,Paramethasone,P08684
DB01384,Paramethasone,P20815
DB01388,Mibefradil,P15538
DB01388,Mibefradil,P19099
DB01388,Mibefradil,P08684
DB01388,Mibefradil,P05177
DB01388,Mibefradil,P10635
DB01388,Mibefradil,P20815
DB01388,Mibefradil,P24462
DB01392,Yohimbine,P10635
DB01392,Yohimbine,P08684
DB01393,Bezafibrate,P04798
DB01393,Bezafibrate,P10632
DB01393,Bezafibrate,P08684
DB01394,Colchicine,P08684
DB01394,Colchicine,P20813
DB01394,Colchicine,P10632
DB01394,Colchicine,P05181
DB01395,Drospirenone,P35354
DB01395,Drospirenone,P27169
DB01395,Drospirenone,P08684
DB01396,Digitoxin,P05108
DB01396,Digitoxin,P08684
DB01400,Neostigmine,P06276
DB01403,Methotrimeprazine,P05181
DB01403,Methotrimeprazine,P10635
DB01405,Temafloxacin,P05177
DB01406,Danazol,P08684
DB01406,Danazol,P11511
DB01407,Clenbuterol,P04798
DB01408,Bambuterol,P06276
DB01409,Tiotropium,P10635
DB01409,Tiotropium,P08684
DB01410,Ciclesonide,P23141
DB01410,Ciclesonide,P08684
DB01410,Ciclesonide,P10635
DB01411,Pranlukast,P11712
DB01411,Pranlukast,P08684
DB01412,Theobromine,P05177
DB01412,Theobromine,P05181
DB01418,Acenocoumarol,P11712
DB01418,Acenocoumarol,P05177
DB01418,Acenocoumarol,P33261
DB01418,Acenocoumarol,P08684
DB01424,Aminophenazone,P33261
DB01424,Aminophenazone,P10632
DB01424,Aminophenazone,P10635
DB01424,Aminophenazone,P33260
DB01424,Aminophenazone,P05177
DB01424,Aminophenazone,P08684
DB01424,Aminophenazone,P11712
DB01424,Aminophenazone,P05093
DB01429,Aprindine,P10635
DB01435,Antipyrine,P11712
DB01435,Antipyrine,P10632
DB01435,Antipyrine,P33261
DB01435,Antipyrine,P05177
DB01435,Antipyrine,P08684
DB01435,Antipyrine,P11509
DB01435,Antipyrine,P20813
DB01435,Antipyrine,P33260
DB01435,Antipyrine,P10635
DB01435,Antipyrine,P05181
DB01437,Glutethimide,P05108
DB01445,Bufotenine,P21397
DB01452,Diamorphine,P23141
DB01452,Diamorphine,O00748
DB01452,Diamorphine,P06276
DB01454,Midomafetamine,P10635
DB01456,5-androstenedione,P08684
DB01466,Ethylmorphine,P20813
DB01466,Ethylmorphine,P08684
DB01466,Ethylmorphine,P10635
DB01466,Ethylmorphine,P16435
DB01472,4-Methoxyamphetamine,P10635
DB01482,Fenethylline,P05177
DB01483,Barbital,P08684
DB01483,Barbital,P33261
DB01530,"5alpha-androstane-3alpha,17beta-diol",O75881
DB01536,Androstenedione,P08684
DB01536,Androstenedione,P42330
DB01544,Flunitrazepam,P11509
DB01544,Flunitrazepam,P16662
DB01544,Flunitrazepam,P20813
DB01544,Flunitrazepam,P11712
DB01544,Flunitrazepam,P08684
DB01544,Flunitrazepam,P05181
DB01544,Flunitrazepam,P22309
DB01544,Flunitrazepam,P35503
DB01544,Flunitrazepam,P33261
DB01551,Dihydrocodeine,P08684
DB01551,Dihydrocodeine,P10635
DB01558,Bromazepam,P05177
DB01558,Bromazepam,P33261
DB01558,Bromazepam,P05181
DB01559,Clotiazepam,P20813
DB01559,Clotiazepam,P33260
DB01559,Clotiazepam,P33261
DB01559,Clotiazepam,P08684
DB01561,Androstanedione,P42330
DB01562,1-(2-Phenylethyl)-4-phenyl-4-acetoxypiperidine,P10635
DB01576,Dextroamphetamine,P10635
DB01576,Dextroamphetamine,P46883
DB01577,Metamfetamine,P10635
DB01580,Oxprenolol,P10635
DB01582,Sulfamethazine,P9WJI5
DB01583,Liotrix,P10632
DB01583,Liotrix,P08684
DB01587,Ketazolam,P08684
DB01588,Prazepam,P08684
DB01589,Quazepam,P11712
DB01589,Quazepam,P33261
DB01589,Quazepam,P08684
DB01590,Everolimus,P10635
DB01590,Everolimus,P08684
DB01591,Solifenacin,P08684
DB01591,Solifenacin,P04798
DB01591,Solifenacin,P10635
DB01593,Zinc,P00915
DB01595,Nitrazepam,P08684
DB01595,Nitrazepam,P05181
DB01609,Deferasirox,P08684
DB01609,Deferasirox,P22309
DB01609,Deferasirox,P35503
DB01609,Deferasirox,O60656
DB01609,Deferasirox,P10632
DB01609,Deferasirox,P05177
DB01611,Hydroxychloroquine,P08684
DB01611,Hydroxychloroquine,P10635
DB01611,Hydroxychloroquine,P10632
DB01612,Amyl Nitrite,P05091
DB01621,Pipotiazine,P33261
DB01621,Pipotiazine,P10635
DB01621,Pipotiazine,P08684
DB01623,Thiothixene,P10635
DB01623,Thiothixene,P05177
DB01624,Zuclopenthixol,P08684
DB01624,Zuclopenthixol,P10635
DB01628,Etoricoxib,P08684
DB01628,Etoricoxib,P11712
DB01628,Etoricoxib,P10635
DB01628,Etoricoxib,P05177
DB01628,Etoricoxib,P22309
DB01628,Etoricoxib,P33261
DB01628,Etoricoxib,P05181
DB01645,Genistein,P05177
DB01645,Genistein,P00185
DB01645,Genistein,P10632
DB01645,Genistein,P11712
DB01645,Genistein,P04800
DB01645,Genistein,P05183
DB01645,Genistein,P08684
DB01656,Roflumilast,P08684
DB01656,Roflumilast,P05177
DB01667,8-azaguanine,P05177
DB01685,Topiroxostat,P47989
DB01685,Topiroxostat,P10632
DB01685,Topiroxostat,P11712
DB01685,Topiroxostat,P04798
DB01685,Topiroxostat,P08684
DB01685,Topiroxostat,P33261
DB01685,Topiroxostat,O60656
DB01698,Rutin,P08684
DB01708,Prasterone,P24462
DB01708,Prasterone,P14061
DB01708,Prasterone,Q06520
DB01708,Prasterone,O00204
DB01708,Prasterone,P14060
DB01708,Prasterone,P22637
DB01708,Prasterone,P05093
DB01744,Camphor,P10635
DB01752,S-adenosyl-L-homocysteine,P50135
DB01764,Dalfopristin,P08684
DB01844,"N,N-dimethylformamide",P05181
DB01873,Epothilone D,P08684
DB01914,D-glucose,P19367
DB01914,D-glucose,P35557
DB01956,Taurine,O95932
DB01956,Taurine,Q14032
DB01987,Cocarboxylase,P20906
DB01987,Cocarboxylase,P37063
DB01992,Coenzyme A,P9WQG9
DB02095,Isatin,P27338
DB02134,Xanthine,P05177
DB02187,Equilin,P08684
DB02209,Pyridoxine phosphate,Q9NVS9
DB02209,Pyridoxine phosphate,A7BK78
DB02211,(R)-N-methyl-N-2-propynyl-1-indanamine,P27338
DB02300,Calcipotriol,P05164
DB02300,Calcipotriol,Q07973
DB02379,Beta-D-Glucose,P04746
DB02486,2-Hydroxyethyl Disulfide,P08263
DB02489,9-Methylguanine,P05177
DB02509,Farnesol,P27338
DB02513,Thymol,P05177
DB02513,Thymol,P11509
DB02513,Thymol,P10635
DB02520,Ditiocarb,P05181
DB02520,Ditiocarb,P08684
DB02520,Ditiocarb,P20815
DB02594,2'-Deoxycytidine,P27707
DB02701,Nicotinamide,P10635
DB02701,Nicotinamide,P05181
DB02701,Nicotinamide,P08684
DB02703,Fusidic acid,P10635
DB02703,Fusidic acid,P08684
DB02703,Fusidic acid,P22309
DB02709,Resveratrol,P05177
DB02709,Resveratrol,P04798
DB02709,Resveratrol,Q16678
DB02709,Resveratrol,P08684
DB02709,Resveratrol,P10635
DB02709,Resveratrol,P20813
DB02709,Resveratrol,P33261
DB02709,Resveratrol,P11712
DB02789,Pregnenolone,P08684
DB02845,Methylphosphinic Acid,P06276
DB02901,Stanolone,P05108
DB02901,Stanolone,P05093
DB02901,Stanolone,P11511
DB02901,Stanolone,P42330
DB02943,N-(4-Aminobutanoyl)-S-(4-methoxybenzyl)-L-cysteinylglycine,P08263
DB03010,Patupilone,P08684
DB03017,Lauric acid,P05181
DB03017,Lauric acid,P10632
DB03017,Lauric acid,P20813
DB03088,Pidolic acid,O14841
DB03088,Pidolic acid,P04746
DB03092,5-Hydroxymethyl-Chonduritol,P04746
DB03128,Acetylcholine,P22303
DB03128,Acetylcholine,P06276
DB03147,Flavin adenine dinucleotide,P27338
DB03185,"1-Beta-Ribofuranosyl-1,3-Diazepinone",P32320
DB03247,Flavin mononucleotide,P16435
DB03255,Phenol,P05181
DB03424,Ubenimex,P16444
DB03439,"4,6-dideoxy-4-amino-alpha-D-glucose",P04746
DB03496,Alvocidib,P22309
DB03515,Equilenin,P08684
DB03568,Butyric Acid,P06276
DB03575,Phencyclidine,P20813
DB03602,S-benzylglutathione,P08263
DB03615,Ribostamycin,P9WQG9
DB03701,Vanoxerine,P08684
DB03756,Doconexent,P11712
DB03783,Phenacetin,P05177
DB03783,Phenacetin,P04798
DB03783,Phenacetin,P05181
DB03783,Phenacetin,P10635
DB03783,Phenacetin,P33261
DB03783,Phenacetin,P11712
DB03783,Phenacetin,P11509
DB03783,Phenacetin,Q16696
DB03783,Phenacetin,P08684
DB03822,Ethyl dihydrogen phosphate,P06276
DB03852,Eucalyptol,P08684
DB03894,N-Propargyl-1(S)-Aminoindan,P27338
DB03971,Acarbose Derived Hexasaccharide,P04746
DB03976,Phosphorylisopropane,P06276
DB04070,6-Deoxyerythronolide B,P08684
DB04076,Hypoxanthine,P05177
DB04132,S-Hexylglutathione,P08263
DB04147,Dodecyldimethylamine N-oxide,P27338
DB04168,Bropirimine,P05177
DB04250,Butyrylthiocholine,P06276
DB04307,5-Hydroxy-N-Propargyl-1(R)-Aminoindan,P27338
DB04335,Inosine,P47989
DB04339,Carbocisteine,Q16878
DB04339,Carbocisteine,P00439
DB04339,Carbocisteine,Q9UNP4
DB04356,9-Deazaguanine,P05177
DB04379,N-Methyl-N-(Methylbenzyl)Formamide,P05181
DB04453,"4-O-(4,6-Dideoxy-4-{[4-[(4-O-Hexopyranosylhexopyranosyl)Oxy]-5,6-Dihydroxy-3-(Hydroxymethyl)Cyclohex-2-En-1-Yl]Amino}Hexopyranosyl)Hexopyranose",P04746
DB04463,"3-(4-Amino-1-Tert-Butyl-1h-Pyrazolo[3,4-D]Pyrimidin-3-Yl)Phenol",P16152
DB04552,Niflumic acid,O60656
DB04557,Arachidonic Acid,P04798
DB04557,Arachidonic Acid,P05177
DB04557,Arachidonic Acid,P10632
DB04557,Arachidonic Acid,P11712
DB04557,Arachidonic Acid,P08684
DB04557,Arachidonic Acid,P11509
DB04557,Arachidonic Acid,P33261
DB04557,Arachidonic Acid,P05181
DB04557,Arachidonic Acid,P20813
DB04557,Arachidonic Acid,P10635
DB04572,Thiotepa,P08684
DB04572,Thiotepa,P06276
DB04572,Thiotepa,P20813
DB04574,Estrone sulfate,P11712
DB04574,Estrone sulfate,P05177
DB04574,Estrone sulfate,P08684
DB04630,Aldosterone,P15538
DB04630,Aldosterone,P19099
DB04630,Aldosterone,P05093
DB04630,Aldosterone,P08684
DB04652,Corticosterone,P08684
DB04652,Corticosterone,P28845
DB04652,Corticosterone,P80365
DB04665,Coumarin,P11509
DB04665,Coumarin,P20813
DB04665,Coumarin,P04798
DB04665,Coumarin,P05177
DB04665,Coumarin,P08684
DB04665,Coumarin,P05181
DB04665,Coumarin,P11712
DB04725,Licofelone,P51589
DB04725,Licofelone,P08684
DB04725,Licofelone,P10632
DB04725,Licofelone,P33261
DB04725,Licofelone,P10635
DB04725,Licofelone,P11712
DB04725,Licofelone,P35503
DB04725,Licofelone,O60656
DB04725,Licofelone,B6A7R5
DB04725,Licofelone,P22309
DB04743,Nimesulide,P08684
DB04786,Suramin,P15289
DB04786,Suramin,P47712
DB04794,Bifonazole,P11511
DB04794,Bifonazole,P05181
DB04794,Bifonazole,P08684
DB04817,Metamizole,P08684
DB04817,Metamizole,P20813
DB04817,Metamizole,P10632
DB04817,Metamizole,P11712
DB04818,Iproniazid,P10635
DB04818,Iproniazid,P11712
DB04818,Iproniazid,P21397
DB04818,Iproniazid,P27338
DB04825,Prenylamine,P08684
DB04827,Urethane,P47712
DB04827,Urethane,P05164
DB04827,Urethane,Q06278
DB04828,Zomepirac,P08684
DB04829,Lysergic acid diethylamide,P08684
DB04829,Lysergic acid diethylamide,P10635
DB04831,Tienilic acid,P10632
DB04831,Tienilic acid,P11712
DB04831,Tienilic acid,P33260
DB04831,Tienilic acid,P33261
DB04832,Zimelidine,P08684
DB04833,Methaqualone,P08684
DB04835,Maraviroc,P08684
DB04838,Cyclandelate,P08684
DB04839,Cyproterone acetate,P08684
DB04839,Cyproterone acetate,P11511
DB04840,Debrisoquine,P10635
DB04840,Debrisoquine,P04798
DB04841,Flunarizine,P11712
DB04841,Flunarizine,P11509
DB04841,Flunarizine,P04798
DB04841,Flunarizine,P05177
DB04841,Flunarizine,P10635
DB04841,Flunarizine,P08684
DB04842,Fluspirilene,P08684
DB04844,Tetrabenazine,P10635
DB04844,Tetrabenazine,P16152
DB04845,Ixabepilone,P08684
DB04846,Celiprolol,P10635
DB04847,Roxadustat,P10632
DB04847,Roxadustat,O60656
DB04854,Febuxostat,P22309
DB04854,Febuxostat,P35503
DB04854,Febuxostat,O60656
DB04854,Febuxostat,P16662
DB04854,Febuxostat,P05177
DB04854,Febuxostat,P10632
DB04854,Febuxostat,P11712
DB04855,Dronedarone,P08684
DB04855,Dronedarone,P20815
DB04855,Dronedarone,P21397
DB04855,Dronedarone,P22309
DB04855,Dronedarone,P35503
DB04855,Dronedarone,P54855
DB04855,Dronedarone,P51589
DB04855,Dronedarone,P10635
DB04856,Dexloxiglumide,P20813
DB04856,Dexloxiglumide,P05181
DB04856,Dexloxiglumide,P08684
DB04856,Dexloxiglumide,P11712
DB04856,Dexloxiglumide,P20815
DB04858,Tirapazamine,P05181
DB04861,Nebivolol,P10635
DB04861,Nebivolol,P08684
DB04861,Nebivolol,P33261
DB04868,Nilotinib,P08684
DB04868,Nilotinib,P10632
DB04868,Nilotinib,P11712
DB04868,Nilotinib,P10635
DB04868,Nilotinib,P20813
DB04871,Lorcaserin,P05177
DB04871,Lorcaserin,P11509
DB04871,Lorcaserin,P20813
DB04871,Lorcaserin,P33261
DB04871,Lorcaserin,P10635
DB04871,Lorcaserin,P08684
DB04871,Lorcaserin,Q01740
DB04871,Lorcaserin,P04798
DB04884,Dapoxetine,P08684
DB04884,Dapoxetine,P10635
DB04886,Calanolide A,P08684
DB04889,Bicifadine,P10635
DB04889,Bicifadine,P27338
DB04889,Bicifadine,P05177
DB04889,Bicifadine,P21397
DB04894,Vapreotide,P08684
DB04896,Milnacipran,P08684
DB04896,Milnacipran,P10632
